Name,Folder,Media,Desviacion estandar,Valor minimo,Valor maximo,Numero de bordes,Saturación de rojo,Saturacion de verde,Saturacion de azul
deathNote (62).png,deathNote_fotos,145.07216145833334,64.47151487907381,0.0,255.0,11890,17.147069830246913,74.92434606481481,161.60483072916668
deathNote (63).png,deathNote_fotos,238.3509519675926,22.38962681356472,0.0,255.0,9144,23.393745177469135,6.213989197530864,240.93100405092594
deathNote (64).png,deathNote_fotos,75.68092062114198,39.416535720131165,0.0,246.0,4051,55.77377025462963,71.00854456018519,87.89862123842593
deathNote (65).png,deathNote_fotos,109.11958285108025,90.11484557355969,0.0,255.0,15541,69.5960407021605,93.85177420910495,112.51527633101853
deathNote (66).png,deathNote_fotos,97.63681182484568,92.80592932389173,0.0,255.0,21850,70.61077256944445,99.1672410300926,100.65933304398149
deathNote (67).png,deathNote_fotos,85.38047116126543,92.77543858333668,0.0,255.0,29361,76.58375096450618,105.85286988811728,87.93158902391976
deathNote (68).png,deathNote_fotos,81.69981288580247,91.05444429765016,0.0,255.0,28523,77.76299913194444,111.89859182098766,84.26837673611111
deathNote (69).png,deathNote_fotos,85.88788483796297,92.26968941166771,0.0,255.0,26675,75.87121527777778,110.33142312885802,88.52534432870371
deathNote (70).png,deathNote_fotos,90.0715663580247,92.5218458821902,0.0,255.0,23030,70.44252555941358,117.43045669367284,97.03232445987655
deathNote (71).png,deathNote_fotos,90.15281442901235,92.36912077522913,0.0,255.0,25533,71.97355709876544,121.765234375,98.48245852623457
deathNote (72).png,deathNote_fotos,8.634365354938272,33.071353551023016,0.0,245.0,40511,133.94005594135803,221.2081534529321,9.625118152006173
deathNote (73).png,deathNote_fotos,126.35209008487655,58.90732931249796,0.0,232.0,242648,27.77567997685185,19.665565200617284,127.67868730709877
deathNote (74).png,deathNote_fotos,139.53385609567903,91.86773239912236,0.0,255.0,20289,105.58409963348765,114.88059027777778,163.4920910493827
deathNote (75).png,deathNote_fotos,136.8787244405864,93.29475800200696,0.0,255.0,18331,112.22978491512346,127.3281674382716,163.93127652391976
deathNote (76).png,deathNote_fotos,43.64664496527778,71.57745890530467,0.0,255.0,17303,103.09335358796297,163.74019675925928,46.53419704861111
deathNote (77).png,deathNote_fotos,57.660084394290124,84.91583378308319,0.0,255.0,16905,104.17682098765432,153.5656606867284,60.505069444444445
deathNote (78).png,deathNote_fotos,94.37561728395062,88.19335065269318,0.0,255.0,14075,87.80960455246914,100.23397087191358,96.68856674382717
deathNote (79).png,deathNote_fotos,99.01832947530865,89.54511986250746,0.0,255.0,20458,91.2620172646605,106.96763937114198,103.85910590277778
deathNote (80).png,deathNote_fotos,51.61282841435185,69.28942172119238,0.0,255.0,21936,103.87907166280864,158.2950245949074,59.519601176697535
deathNote (81).png,deathNote_fotos,44.65788580246914,59.76145367393205,0.0,255.0,21502,102.95155478395061,160.58327932098766,52.31265239197531
deathNote (82).png,deathNote_fotos,51.79879292052469,67.04507318035964,0.0,255.0,10173,100.46972125771605,166.1931037808642,61.81016059027778
deathNote (83).png,deathNote_fotos,249.00212432484568,23.37415726061322,0.0,255.0,9048,20.018411458333333,5.649680266203704,250.5723866705247
deathNote (84).png,deathNote_fotos,118.5459592013889,77.46211737801549,0.0,255.0,120399,90.22717544367285,20.897703993055558,121.55428915895062
deathNote (85).png,deathNote_fotos,180.8975925925926,63.76128164209579,0.0,255.0,13628,43.16919994212963,44.8746021412037,188.52436728395062
deathNote (86).png,deathNote_fotos,119.21688368055555,51.70178159550855,0.0,238.0,5620,12.889997588734568,151.24268759645062,159.08724295910494
deathNote (87).png,deathNote_fotos,141.87776861496914,82.35806942445056,0.0,255.0,8468,65.7445601851852,21.028627025462963,143.4826557677469
deathNote (88).png,deathNote_fotos,55.45263213734568,34.87143535862515,0.0,227.0,3159,16.966656057098767,158.9162003279321,76.35634211033951
deathNote (89).png,deathNote_fotos,178.37327642746914,57.25878032709621,0.0,255.0,7971,20.4097265625,24.270057870370373,183.65407166280863
deathNote (90).png,deathNote_fotos,37.72295428240741,33.803991922534216,0.0,236.0,2704,40.319564525462965,69.13044077932099,42.768012635030864
deathNote (91).png,deathNote_fotos,138.33434413580247,52.330683404781844,0.0,255.0,9308,26.86679012345679,84.02129726080247,146.09248842592592
deathNote (92).png,deathNote_fotos,73.86456018518518,47.12670250428024,0.0,226.0,1671,105.94075376157407,21.55071566358025,77.97162567515433
deathNote (93).png,deathNote_fotos,52.29048080632716,43.08563755625278,0.0,186.0,0,101.36224488811729,27.893258101851853,56.02690297067901
deathNote (94).png,deathNote_fotos,70.6191160300926,41.080039405620845,0.0,208.0,1721,96.90458863811729,20.6780859375,74.68616560570987
deathNote (95).png,deathNote_fotos,82.48551649305556,38.16771000601197,0.0,189.0,3063,94.03873070987655,18.5442578125,86.655557966821
deathNote (96).png,deathNote_fotos,81.05200858410494,37.36949778168249,0.0,195.0,2567,97.88197771990741,18.500368923611113,85.23225453317902
